44.1503,60.4145,76.0237,96.8507,117.0477,140.1396,165.2022,192.3269,221.2205
72.512,93.0746,114.3798,138.5511,166.7869,194.995,225.6369,258.7317,297.5132
105.2689,134.5976,162.9708,197.2748,233.5379,267.4163,308.2508,350.2815,397.6396
147.3903,186.0423,225.7573,266.282,310.333,357.7986,409.6008,456.8442,508.7573
193.1083,243.5415,298.2409,353.9114,409.6859,460.8402,522.6566,593.2035,651.3075
243.9838,314.4489,380.9288,452.2327,521.4551,601.9981,662.9108,737.5643,814.1723
303.7298,390.9769,479.8323,551.6472,638.5996,722.6301,815.5276,910.2822,1017.9775
374.638,473.497,583.855,665.5865,777.825,877.6575,982.6843,1092.7113,1204.5594
